File Date,Investor,Form,Put/Call,Prev Shares,Current Shares,Change (Percent),Prev Value ($K),Current Value ($K),Change (Percent),Cost Basis,Profit,Performance
5/11/18,"Shepherd Kaplan Krochuk, Llc",13F,NaN,24731,24731,0,309,274,-11.33,0,-35,-11.32686084
5/11/18,"Well Done, LLC",13F,NaN,0,1682,0,0,19,0,19,0,0
5/11/18,"Cullen/frost Bankers, Inc.",13F,NaN,110773,82255,-28518,1384,912,-34.1,-336.2471826,-135.7528174,-9.808729581
5/11/18,AllSquare Wealth Management LLC,13F,NaN,3639,3648,9,45,40,-11.11,0.1049895,-5.1049895,-11.34442111
5/11/18,"HAP Trading, LLC",13F,Put,29700,37500,7800,1,97,9600,10.21956,85.78044,8578.044
5/11/18,"HAP Trading, LLC",13F,Call,96400,62400,-34000,37,49,32.43,-19.873,31.873,86.14324324
5/11/18,Gainplan LLC,13F,NaN,11159,0,-11159,139,0,-100,0,0,0
5/11/18,Dimensional Fund Advisors Lp,13F,NaN,39063313,39560473,497160,487930,438330,-10.17,5859.229464,-55459.22946,-11.3662266
5/11/18,Apriem Advisors,13F,NaN,12052,0,-12052,151,0,-100,-151,0,0
5/11/18,"State of Tennessee, Treasury Department",13F,NaN,2323657,1445106,-878551,29022,16012,-44.83,-10353.72354,-2656.276465,-9.152630642
5/11/18,Macquarie Group Ltd,13F,NaN,1395399,1031433,-363966,17207,11428,-33.59,-4260.404013,-1518.595987,-8.825454681
5/11/18,EJF Capital LLC,13F,NaN,0,25000,25000,0,277,0,277,0,0
5/11/18,"Clearwater Capital Advisors, LLC",13F,NaN,0,1600,0,0,18,0,18,0,0
5/11/18,Chemical Bank,13F,NaN,44858,38858,-6000,561,430,-23.35,-70.716,-60.284,-10.74581105
5/11/18,"Omnia Family Wealth, LLC",13F,NaN,306,0,-306,4,0,-100,-4,0,0
5/11/18,Hsbc Holdings Plc,13F,Put,0,1134400,1134400,0,12569,0,12569,0,0
5/11/18,Hsbc Holdings Plc,13F,NaN,8609078,7512296,-1096782,107526,83224,-22.6,-12924.58877,-11377.41123,-10.58107921
5/11/18,Hsbc Holdings Plc,13F,Call,70000,3140100,3070100,874,34692,3869.34,36125.55969,-2307.55969,-264.0228478
5/11/18,GWM Advisors LLC,13F,NaN,10684,16949,6265,140,184,31.43,75.0540735,-31.0540735,-22.18148107
5/11/18,"X-Square Capital, LLC",13F,NaN,13735,13831,96,172,153,-11.05,1.1320704,-20.1320704,-11.70469209
5/11/18,Winthrop Advisory Group LLC,13F,NaN,47940,44259,-3681,624,487,-21.96,-44.2080738,-92.7919262,-14.87050099
5/11/18,Stifel Financial Corp,13F,NaN,880491,2285468,1404977,10881,25295,132.47,16456.21461,-2042.214606,-18.76862977
5/11/18,Financial Advocates Investment Management,13F,NaN,66359,0,-66359,829,0,-100,-829,0,0
5/11/18,Argent Trust Co,13F,NaN,30482,26642,-3840,381,295,-22.57,-45.25824,-40.74176,-10.69337533
5/11/18,"Fortis Advisors, LLC",13F,NaN,24740,25103,363,309,278,-10.03,4.2769023,-35.2769023,-11.41647324
5/11/18,"Maple Capital Management, Inc.",13F,NaN,15526,15526,0,194,172,-11.34,0,-22,-11.34020619
5/11/18,Azimuth Capital Management LLC,13F,NaN,185078,177558,-7520,2312,1967,-14.92,-88.623952,-256.376048,-11.08892941
5/11/18,OMERS ADMINISTRATION Corp,13F,NaN,0,251100,251100,0,2782,468.92,2782,0,-165.622182
5/11/18,W.G. Shaheen & Associates DBA Whitney & Co,13F,NaN,0,1000,0,0,11,0,11,0,0
5/11/18,"Russell Investments Group, Ltd.",13F,NaN,3180513,4255897,1075384,39997,47053,17.64,12706.52227,-5650.522267,-14.12736522
5/11/18,Mutual Of America Capital Management Llc,13F,NaN,664887,498304,-166583,8304,5521,-33.51,-1963.097364,-819.9026365,-9.873586663
5/11/18,"Mml Investors Services, Llc",13F,NaN,285130,274843,-10287,3561,3045,-14.49,-121.222008,-394.777992,-11.08615535
5/11/18,"Emerald Investment Partners, Llc",13F,NaN,11402,0,-11402,144,0,-100,-144,0,0
5/11/18,Quadrature Capital Ltd,13F,NaN,1571662,0,-1571662,19646,0,-100,-19646,0,0
5/11/18,Fiera Capital Corp,13F,NaN,49520,0,-49520,619,0,-100,-619,0,0
5/11/18,Lee Capital Management LP,13F,NaN,60000,0,-60000,749,0,-100,0,0,0
5/11/18,Muhlenkamp & Co Inc,13F,Put,110000,0,-110000,1374,0,-100,0,0,0
5/11/18,Gainplan LLC,13F,NaN,11159,0,-11159,139,0,-100,0,0,0
5/11/18,"Omnia Family Wealth, LLC",13F,NaN,306,0,-306,4,0,-100,-4,0,0
5/11/18,Financial Advocates Investment Management,13F,NaN,66359,0,-66359,829,0,-100,-829,0,0
5/11/18,Argent Trust Co,13F,NaN,30482,26642,-3840,381,295,-22.57,-45.25824,-40.74176,-10.69337533
5/11/18,"Emerald Investment Partners, Llc",13F,NaN,11402,0,-11402,144,0,-100,-144,0,0
5/11/18,Quadrature Capital Ltd,13F,NaN,1571662,0,-1571662,19646,0,-100,-19646,0,0
5/11/18,Fiera Capital Corp,13F,NaN,49520,0,-49520,619,0,-100,-619,0,0
5/11/18,Lee Capital Management LP,13F,NaN,60000,0,-60000,749,0,-100,0,0,0
5/11/18,Muhlenkamp & Co Inc,13F,Put,110000,0,-110000,1374,0,-100,0,0,0
5/11/18,Gainplan LLC,13F,NaN,11159,0,-11159,139,0,-100,0,0,0
5/11/18,"Omnia Family Wealth, LLC",13F,NaN,306,0,-306,4,0,-100,-4,0,0
5/11/18,Argent Trust Co,13F,NaN,30482,26642,-3840,381,295,-22.57,-45.25824,-40.74176,-10.69337533
5/12/18,Aldebaran Financial Inc.,13F/A,NaN,102614,99878,-2736,1282,1107,-13.65,-32.253336,-142.746664,-11.13468518
5/12/18,Hillsdale Investment Management Inc.,13F,NaN,93300,0,-93300,1165,0,-100,-1165,0,0
5/12/18,Hillsdale Investment Management Inc.,13F,NaN,93300,0,-93300,1165,0,-100,-1165,0,0
5/12/18,Hillsdale Investment Management Inc.,13F,NaN,93300,0,-93300,1165,0,-100,-1165,0,0
5/14/18,"Lake Street Advisors Group, Llc",13F,NaN,10367,10908,541,129,121,-6.2,6.3665421,-14.3665421,-11.13685434
5/14/18,"Barnett & Company, Inc.",13F,NaN,4325,4325,0,54,48,-11.11,0,-6,-11.11111111
5/14/18,Stumpf Capital Management LLC,13F,NaN,175,46665,46490,2,517,25750,523.189162,-8.189162,-409.4581
5/14/18,Laurion Capital Management LP,13F,Put,5815000,1665000,-4150000,72630,18448,-74.6,-48907.75,-5274.25,-7.261806416
5/14/18,Laurion Capital Management LP,13F,Call,3214400,1100000,-2114400,40149,12188,-69.64,-24918.62688,-3042.37312,-7.577705846
5/14/18,Sanders Morris Harris Llc,13F,NaN,12500,17500,5000,156,194,24.36,58.9145,-20.9145,-13.40673077
5/14/18,Raymond James & Associates,13F,NaN,2415029,1835003,-580026,30164,20332,-32.6,-6835.664413,-2996.335587,-9.933482255
5/14/18,Laurion Capital Management LP,13F,NaN,0,22000,22000,0,244,4.72,244,0,0.334680515
5/14/18,Virtu Financial LLC,13F,NaN,208572,282831,74259,2605,3134,20.31,875.1645927,-346.1645927,-13.28846805
5/14/18,Tiaa Cref Investment Management Llc,13F,NaN,16340478,19064704,2724226,204093,211237,3.5,32105.00341,-24961.00341,-12.23021045
5/14/18,Virtus ETF Advisers LLC,13F,NaN,2180,1216,-964,27,13,-51.85,-11.1227284,-2.8772716,-10.65656148
5/14/18,"Nuveen Fund Advisors, LLC",13F,NaN,442650,255039,-187611,5529,2826,-48.89,-2211.126963,-491.8730373,-8.896238692
5/14/18,"Icon Wealth Partners, LLC",13F,NaN,5682,0,-5682,71,0,-100,-71,0,0
5/14/18,JT Stratford LLC,13F,NaN,138737,150057,11320,1733,1663,-4.04,133.427708,-203.427708,-11.73847132
5/14/18,JT Stratford LLC,13F,Call,0,3000,3000,0,5,0,5,0,0
5/14/18,Ai Financial Services Llc,13F,NaN,244030,264787,20757,3048,2934,-3.74,244.6295478,-358.6295478,-11.76606128
5/14/18,United Services Automobile Association,13F,NaN,2122986,1641826,-481160,26516,18191,-31.4,-5670.374368,-2654.625632,-10.01141059
5/14/18,"Baird Financial Group, Inc.",13F,NaN,1572579,1088555,-484024,19642,12061,-38.6,-5704.271242,-1876.728758,-9.554672424
5/14/18,"Level Four Advisory Services, Llc",13F,NaN,195912,205598,9686,2447,2278,-6.91,114.1504786,-283.1504786,-11.57133137
5/14/18,Estabrook Capital Management,13F,NaN,533168,288706,-244462,6659,3198.862,-51.97,-2880.911331,-579.2266686,-8.698403193
5/14/18,Commonwealth Bank Of Australia,13F,NaN,1373451,1170998,-202453,16957,12967,-23.53,-2370.704385,-1619.295615,-9.549422748
5/14/18,"Vident Investment Advisory, LLC",13F,NaN,21339,70632,49293,267,808,202.62,590.3280387,-49.3280387,-18.47492086
5/14/18,Koch Industries Inc,13F,NaN,18211,99564,81353,227,1103,385.9,957.6549748,-81.6549748,-35.97135454
5/14/18,Credit Agricole S A,13F,NaN,4000,4000,0,50,44,-12,0,-6,-12
5/14/18,Nomura Asset Management Co Ltd,13F,NaN,669440,781130,111690,8361,8655,3.52,1316.244312,-1022.244312,-12.22634029
5/14/18,NatWest Group plc,13F,NaN,0,48200,48200,0,534,0,534,0,0
5/14/18,"Nuveen Asset Management, LLC",13F,NaN,1271534,2114253,842719,15881,23426,47.51,9931.274871,-2386.274871,-15.02597362
5/14/18,AE Wealth Management LLC,13F,NaN,127243,126896,-347,1589,1406,-11.52,-4.0890133,-178.9109867,-11.25934466
5/14/18,"RPG Investment Advisory, LLC",13F,NaN,1841,2491,650,23,28,21.74,7.71342,-2.71342,-11.79747826
5/14/18,"WMS Partners, LLC",13F,NaN,0,11735,11735,0,130,0,130,0,0
5/14/18,"Gideon Capital Advisors, Inc.",13F,NaN,11913,18191,6278,149,202,35.57,74.1174402,-21.1174402,-14.17277866
5/14/18,Zacks Investment Management,13F,NaN,3120371,3150823,30452,38973,34911,-10.42,358.8737748,-4420.873775,-11.34342692
5/14/18,Citadel Advisors Llc,13F/A,NaN,109991,3131079,3021088,1374,34692,2424.89,35606.24106,-2288.241059,-166.5386506
5/14/18,Citadel Advisors Llc,13F/A,Call,1237300,901700,-335600,15454,9991,-35.35,-3955.07956,-1507.92044,-9.75747664
5/14/18,Citadel Advisors Llc,13F/A,Put,1514300,3814200,2299900,18913,42261,123.45,27103.86152,-3755.86152,-19.8586238
5/14/18,"Bokf, Na",13F,NaN,82433,29332,-53101,1029,325,-68.42,-625.6094315,-78.3905685,-7.61813105
5/14/18,Meridian Investment Counsel Inc.,13F,NaN,10643,0,-10643,133,0,-100,-133,0,0
5/14/18,Dixon Hubard Feinour & Brown Inc/va,13F,NaN,108303,96980,-11323,1353,1075,-20.55,-133.4834501,-144.5165499,-10.68119364
5/14/18,Northwestern Mutual Wealth Management Co,13F,NaN,253941,250243,-3698,3172,2773,-12.58,-43.5853676,-355.4146324,-11.20474881
5/14/18,NumerixS Investment Technologies Inc,13F,NaN,92800,0,-92800,1159,0,-100,-1159,0,0
5/14/18,"Commonwealth Equity Services, Llc",13F,NaN,2039489,2054507,15018,25473,22763,-10.64,176.9826246,-2886.982625,-11.33350067
5/14/18,"Convergence Investment Partners, LLC",13F,NaN,101570,279689,178119,1269,3099,144.21,2099.488653,-269.488653,-21.23630047
5/14/18,Ubs Oconnor Llc,13F,NaN,447282,170000,-277282,5587,1884,-66.28,-3268.239749,-434.7602506,-7.781640426
5/14/18,"Bb&t Securities, Llc",13F,NaN,1157296,1260354,103058,14454,13964,-3.39,1214.476695,-1704.476695,-11.79242213
5/14/18,"Pacer Advisors, Inc.",13F,NaN,351598,453281,101683,4391,5022,14.37,1198.232472,-567.232472,-12.91807042
5/14/18,Partners Value Investments LP,13F,NaN,820000,733250,-86750,10242,8124,-20.68,-1022.3314,-1095.6686,-10.69779926
5/14/18,Clinton Group Inc,13F,NaN,148400,0,-148400,1854,0,-100,-1854,0,0
5/14/18,"Buckingham Strategic Wealth, Llc",13F,NaN,19454,14029,-5425,243,155,-36.21,-63.851165,-24.148835,-9.937792181
5/14/18,"IHT Wealth Management, LLC",13F,NaN,95773,101624,5851,1259,1104,-12.31,70.2389146,-225.2389146,-17.89030299
5/14/18,"DRW Securities, LLC",13F,NaN,55696,0,-55696,696,0,-100,-696,0,0
5/14/18,Janus Henderson Group Plc,13F,NaN,927864,929949,2085,11593,10308,-11.08,24.580899,-1309.580899,-11.29630725
5/14/18,Roundview Capital LLC,13F,NaN,26324,112179,85855,329,1243,277.81,1012.170352,-98.1703515,-29.83901261
5/14/18,Landaas & Co /wi /adv,13F,NaN,3891,0,-3891,49,0,-100,-49,0,0
5/14/18,"InterOcean Capital, LLC",13F,NaN,146676,36179,-110497,1832,401,-78.11,-1302.417089,-128.5829107,-7.018717833
5/14/18,Holistic Financial Partners,13F,NaN,1336,1336,0,17,15,-11.76,0,-2,-11.76470588
5/14/18,"AlphaOne Investment Services, LLC",13F,NaN,1345,9584,8239,17,106,523.53,97.6305022,-8.6305022,-50.76766
5/14/18,Foster & Motley Inc,13F,NaN,127381,100312,-27069,1591,1111,-30.17,-318.9486132,-161.0513868,-10.12265159
5/14/18,Nissay Asset Management Corp /japan/ /adv,13F,NaN,488855,498263,9408,6106,5521,-9.58,110.877984,-695.877984,-11.39662601
5/14/18,Gryphon Financial Partners LLC,13F,NaN,9730,12098,2368,121,134,10.74,27.838208,-14.838208,-12.26298182
5/14/18,Monroe Bank & Trust/mi,13F,NaN,15567,14067,-1500,194,156,-19.59,-17.664,-20.336,-10.48247423
5/14/18,Green Square Capital Advisors Llc,13F,NaN,10133,13133,3000,127,146,14.96,35.4756,-16.4756,-12.97291339
5/14/18,Sculptor Capital LP,13F,NaN,141000,249400,108400,1761,2763,56.9,1277.3856,-275.3856,-15.63802385
5/14/18,Sculptor Capital LP,13F,Put,700000,700000,0,8743,7756,-11.29,0,-987,-11.28903122
5/14/18,United Bank,13F,NaN,81720,0,-81720,1021,0,-100,-1021,0,0
5/14/18,Assured Investment Management LLC,13F,NaN,729524,0,-729524,9112,0,-100,-9112,0,0
5/14/18,"Acorn Wealth Advisors, LLC",13F,NaN,38461,39147,686,506,455,-10.08,8.499197,-59.499197,-11.75873458
5/14/18,Proficio Capital Partners LLC,13F,NaN,678,1150,472,8,13,62.5,5.4524968,-0.4524968,-5.65621
5/14/18,Tocqueville Asset Management L.p.,13F,NaN,2013073,1439873,-573200,25143,15954,-36.55,-6755.162,-2433.838,-9.6799825
5/14/18,Brown Brothers Harriman & Co,13F,NaN,6163,106592,100429,77,1181,1433.77,1183.736537,-79.7365372,-103.5539444
5/14/18,Ameriprise Financial Inc,13F,NaN,9434312,10628763,1194451,117834,117781,-0.04,14077.32171,-14130.32171,-11.99171861
5/14/18,"Hartland & Co., LLC",13F,NaN,33310,33421,111,416,370,-11.06,1.3075578,-47.3075578,-11.37200909
5/14/18,"Mason Street Advisors, Llc",13F,NaN,543440,543610,170,6788,6023,-11.27,2.003484,-767.003484,-11.29940312
5/14/18,Ally Financial Inc.,13F,NaN,410000,410000,0,5121,4543,-11.29,0,-578,-11.28685804
5/14/18,"Carret Asset Management, Llc",13F,NaN,0,17087,17087,0,189,0,189,0,0
5/14/18,Meiji Yasuda Asset Management Co Ltd.,13F,NaN,108005,112615,4610,1349,1248,-7.49,54.333921,-155.333921,-11.51474581
5/14/18,Principal Financial Group Inc,13F,NaN,5590469,5556652,-33817,69825,61567,-11.83,-398.5299633,-7859.470037,-11.25595422
5/14/18,"Smith, Moore & Co.",13F,NaN,23238,26263,3025,290,291,0.34,35.6341975,-34.6341975,-11.94282672
5/14/18,"Capital Analysts, Inc.",13F,NaN,415,695,280,5,8,60,3.29826,-0.29826,-5.9652
5/14/18,S&t Bank/pa,13F,NaN,0,293393,0,0,3251,0,3251,0,0
5/14/18,Alliancebernstein L.p.,13F,NaN,8184796,8313790,128994,102228,92117,-9.89,1520.19429,-11631.19429,-11.37769915
5/14/18,Howe & Rusling Inc,13F,NaN,1199,1180,-19,15,13,-13.33,-0.2235103,-1.7764897,-11.84326467
5/14/18,"Sequoia Financial Advisors, LLC",13F,NaN,49167,38733,-10434,614,429,-30.13,-122.9323446,-62.0676554,-10.10873866
5/14/18,"Institutional & Family Asset Management, Llc",13F,NaN,0,1950,0,0,22,0,22,0,0
5/14/18,Ssi Investment Management Llc,13F,NaN,12518,0,-12518,156,0,-100,-156,0,0
5/14/18,Moneta Group Investment Advisors Llc,13F,NaN,3801,3964,163,47,41,-12.77,1.8507183,-7.8507183,-16.70365596
5/14/18,"Palisades Hudson Asset Management, L.P.",13F,NaN,11400,11400,0,142,126,-11.27,0,-16,-11.26760563
5/14/18,"Global Financial Private Capital, LLC",13F,NaN,249207,364667,115460,3113,4041,29.81,1360.86929,-432.86929,-13.9052133
5/14/18,Richard Bernstein Advisors LLC,13F,NaN,39680,349883,310203,496,3877,681.65,3657.417451,-276.4174512,-55.72932484
5/14/18,"Veritable, L.P.",13F,NaN,266306,249942,-16364,3326,2769,-16.75,-192.833376,-364.166624,-10.94908671
5/14/18,"Evercore Wealth Management, LLC",13F,NaN,11785,0,-11785,147,0,-100,-147,0,0
5/14/18,Westwood Holdings Group Inc,13F,NaN,37300,0,-37300,466,0,-100,-466,0,0
5/14/18,Loews Corp,13F,NaN,24265,37461,13196,303,415,36.96,155.4845092,-43.4845092,-14.35132317
5/14/18,Adviser Investments LLC,13F,NaN,0,437,437,0,5,-95.61,5,0,1.603283333
5/14/18,"Teachers Advisors, Llc",13F,NaN,7203286,7220849,17563,89969,80007,-11.07,206.979955,-10168.97996,-11.30275979
5/14/18,Paragon Capital Management LLC,13F,NaN,710782,700778,-10004,8877,7764,-12.54,-117.8881364,-995.1118636,-11.21000184
5/14/18,"Camelot Portfolios, LLC",13F,NaN,232235,307075,74840,2901,3402,17.27,882.004368,-381.004368,-13.13355284
5/14/18,Axa S.a.,13F,NaN,5982528,6058189,75661,74722,67125,-10.17,891.664885,-8488.664885,-11.3603288
5/14/18,Stone Ridge Asset Management LLC,13F,NaN,175130,100230,-74900,2187,1111,-49.2,-882.78638,-193.21362,-8.834641975
5/14/18,Edgar Lomax Co/va,13F,NaN,693180,776830,83650,8658,8607,-0.59,985.81525,-1036.81525,-11.97522811
5/14/18,Parametric Portfolio Associates Llc,13F,NaN,7747879,7522000,-225879,96771,83344,-13.88,-2661.984015,-10765.01599,-11.12421695
5/14/18,Ubs Asset Management Americas Inc,13F,NaN,12978198,15502351,2524153,162097,171766.046,5.96,29747.14311,-20078.09711,-12.38647051
5/14/18,"Patriot Financial Group Insurance Agency, LLC",13F,NaN,23383,27319,3936,311,297,-4.5,47.5701024,-61.5701024,-19.79746058
5/14/18,Raymond James & Associates,13F,Put,32400,0,-32400,2,0,-100,-2,0,0
5/14/18,Simmons Bank,13F,NaN,223666,294374,70708,2793,3262,16.79,833.2442844,-364.2442844,-13.04132776
5/14/18,"Banco Santander, S.A.",13F,NaN,600000,0,-600000,7494,0,-100,-7494,0,0
5/14/18,Raymond James & Associates,13F,Call,73800,0,-73800,32,0,-100,-32,0,0
5/14/18,Hudson Bay Capital Management LP,13F,Call,0,187700,0,0,2080,0,2080,0,0
5/14/18,Hudson Bay Capital Management LP,13F,Put,0,1230200,1230200,0,13631,0,13631,0,0
5/14/18,"RMB Capital Management, LLC",13F,NaN,20409,0,-20409,255,0,-100,0,0,0
5/14/18,Nordea Investment Management Ab,13F,NaN,509738,514995,5257,6367,5706,-10.38,61.9547964,-722.9547964,-11.35471645
5/14/18,"Archford Capital Strategies, LLC",13F,NaN,0,5850,5850,0,73,0,73,0,0
5/14/18,Shell Asset Management Co,13F,NaN,550557,550557,0,6876,6100,-11.29,0,-776,-11.28563118
5/14/18,Meiji Yasuda Life Insurance Co,13F,NaN,61240,62240,1000,765,690,-9.8,11.789,-86.789,-11.34496732
5/14/18,"Poehling Capital Management, LLC",13F,NaN,125,125,0,2,1,-50,0,-1,-50
5/14/18,"Asset Management One Co., Ltd.",13F,NaN,5832091,5925856,93765,72868,65658,-9.89,1105.217432,-8315.217432,-11.41134302
5/14/18,"Clear Perspective Advisors, LLC",13F,NaN,26600,30819,4219,332,341,2.71,49.6698651,-40.6698651,-12.24995937
5/14/18,"Mosaic Family Wealth, LLC",13F,NaN,1470,1472,2,18,16,-11.11,0.0231144,-2.0231144,-11.23952444
5/14/18,Mackenzie Financial Corp,13F,NaN,0,778196,0,0,8622,0,0,0,0
5/14/18,ProShare Advisors LLC,13F,NaN,762154,864146,101992,9519,9575,0.59,1201.97572,-1145.97572,-12.03882467
5/14/18,"Northwestern Mutual Investment Management Company, Llc",13F,NaN,881240,710344,-170896,11007,7871,-28.49,-2014.094808,-1121.905192,-10.19265188
5/14/18,Fmr Llc,13F,NaN,2131674,1640888,-490786,26624,18181,-31.71,-5783.814853,-2659.185147,-9.987924982
5/14/18,Itau Unibanco Holding S.A.,13F,NaN,43026,0,-43026,537,0,-100,0,0,0
5/14/18,Arizona State Retirement System,13F,NaN,988482,968182,-20300,12346,10727,-13.11,-239.22941,-1379.77059,-11.17585121
5/14/18,"Corient Capital Partners, LLC",13F,NaN,209860,252886,43026,2621,2802,6.91,507.0485022,-326.0485022,-12.43985129
5/14/18,Cadence Capital Management Llc,13F,NaN,475198,469884,-5314,5935,5206,-12.28,-62.6223016,-666.3776984,-11.22793089
5/14/18,"Pinnacle Holdings, LLC",13F,NaN,4934,2442,-2492,61,27.058,-55.74,-29.2104764,-4.7315236,-7.756596066
5/14/18,"Stansberry Asset Management, Llc",13F,Put,57400,0,-57400,717,0,-100,-717,0,0
5/14/18,"Roble, Belko & Company, Inc",13F,NaN,828,837,9,10,9,-10,0.102735,-1.102735,-11.02735
5/14/18,"Pinkerton Retirement Specialists, LLC",13F,NaN,172,172,0,2,2,0,0,0,0
5/14/18,Wealthcare Advisory Partners LLC,13F,NaN,14308,29463,15155,179,326,82.12,178.641078,-31.641078,-17.67657989
5/14/18,"Rampart Investment Management Company, LLC",13F,NaN,53063,114130,61067,663,1265,90.8,719.9310764,-117.9310764,-17.78749267
5/14/18,Hrt Financial Lp,13F,NaN,30627,0,-30627,382,0,-100,-382,0,0
5/14/18,Crestwood Advisors Group LLC,13F,NaN,16400,16400,0,205,182,-11.22,0,-23,-11.2195122
5/14/18,Canada Pension Plan Investment Board,13F,NaN,6721480,1923533,-4797947,83951,21313,-74.61,-56543.8054,-6094.194605,-7.259228127
5/14/18,Laffer Investments,13F,NaN,163946,0,-163946,2047,0,-100,-2047,0,0
5/14/18,Tlwm,13F,NaN,13000,0,-13000,162,0,-100,0,0,0
5/14/18,"Brown Advisory Securities, LLC",13F,NaN,58066,55853,-2213,724,619,-14.5,-26.0594028,-78.9405972,-10.9033974
5/14/18,Heritage Trust Co,13F,NaN,2800,2800,0,35,31,-11.43,0,-4,-11.42857143
5/14/18,"Vantage Investment Partners, LLC",13F,NaN,38920,38920,0,486,431,-11.32,0,-55,-11.31687243
5/14/18,Hudson Bay Capital Management LP,13F,NaN,0,254900,0,0,2824,0,2824,0,0
5/14/18,Sun Life Financial Inc,13F,NaN,177811,1975,-175836,2221,178276,7926.83,-7937133.297,8113188.297,365294.3853
5/14/18,"Resources Investment Advisors, LLC.",13F,NaN,7375,7429,54,92,83,-9.78,0.638469,-9.638469,-10.47659674
5/14/18,Philadelphia Trust Co,13F,NaN,24754,20049,-4705,309,222,-28.16,-55.4150195,-31.5849805,-10.22167654
5/14/18,IMS Capital Management,13F,NaN,29884,29884,0,373,373,0,0,0,0
5/14/18,"Ajo, Lp",13F,NaN,718705,638350,-80355,8977,7073,-21.21,-947.0077815,-956.9922185,-10.66049035
5/14/18,"Nations Financial Group Inc, /ia/ /adv",13F,NaN,72484,77116,4632,905,854,-5.64,54.5644968,-105.5644968,-11.66458528
5/14/18,Pin Oak Investment Advisors Inc,13F,NaN,14337,12483,-1854,179,138,-22.91,-21.8217654,-19.1782346,-10.71409754
5/14/18,"Sumitomo Mitsui Financial Group, Inc.",13F,NaN,4594,0,-4594,58,0,-100,-58,0,0
5/14/18,Nomura Holdings Inc,13F,NaN,0,2250353,0,0,26769,0,0,0,0
5/14/18,Nomura Holdings Inc,13F,Put,700000,700000,0,8746,8746,0,0,0,0
5/14/18,Nomura Holdings Inc,13F,Call,600000,600000,0,7497,7497,0,0,0,0
5/14/18,"CapWealth Advisors, LLC",13F/A,NaN,132607,20800,-111807,1656,230,-86.11,-1316.29263,-109.7073697,-6.624841165
5/14/18,Precocity Capital LP,13F,NaN,0,600000,600000,0,6648,0,6648,0,0
5/14/18,Profund Advisors Llc,13F,NaN,95396,86704,-8692,1191,961,-19.31,-102.4282664,-127.5717336,-10.71131264
5/14/18,"Dai-Ichi Life Insurance Company, Ltd",13F,NaN,229589,229589,0,2868,2544,-11.3,0,-324,-11.29707113
5/14/18,King Wealth,13F,NaN,12502,0,-12502,156,0,-100,-156,0,0
5/14/18,Aviva Plc,13F,NaN,2160906,1984579,-176327,26990,21989,-18.53,-2078.013695,-2922.986305,-10.82988627
5/14/18,"SRS Capital Advisors, Inc.",13F,NaN,8089,2674,-5415,101,29,-71.29,-63.169224,-8.830776,-8.743342574
5/14/18,Price T Rowe Associates Inc /md/,13F,NaN,13876761,10471761,-3405000,173321,116027,-33.06,-40127.925,-17166.075,-9.90420953
5/14/18,Bell Bank,13F,NaN,245883,251184,5301,3071,2783,-9.38,62.4701646,-350.4701646,-11.41224893
5/14/18,Dynamic Capital Management Ltd,13F,NaN,49600,0,-49600,620,0,-100,-620,0,0
